age,health_score,injury_severity,infection_exposure,food_days,water_days,shelter_quality,medical_supplies,weapon_availability,group_size,distance_to_safe_zone,mobility_score,days_since_outbreak,survived
80,26,2,16,30,20,14,34,34,3,27,53,19,0
69,42,0,81,2,12,38,26,22,7,35,44,59,0
67,80,7,6,6,19,3,66,71,6,2,75,5,1
18,90,6,55,5,11,16,46,20,2,99,51,44,0
56,53,3,63,14,3,10,49,36,5,95,41,13,0
21,38,8,19,14,7,11,7,27,6,8,84,22,0
40,77,10,37,5,11,31,54,94,2,20,40,52,1
28,28,3,74,7,18,26,76,57,1,8,99,7,0
23,67,0,57,7,14,43,41,52,4,63,40,2,0
36,60,9,15,21,27,42,66,27,4,68,47,54,0
40,67,0,50,0,15,90,19,41,4,31,38,14,0
60,64,0,26,25,11,48,44,90,1,32,33,25,1
75,44,0,50,12,19,92,34,84,3,13,43,26,1
27,97,3,74,22,17,72,76,72,7,86,39,5,1
47,44,0,15,23,21,42,19,92,4,26,51,20,0
28,38,1,86,20,11,2,23,60,2,81,93,57,0
46,58,3,59,12,15,28,56,78,8,29,71,54,1
35,98,6,75,10,24,84,54,32,1,91,84,12,0
33,99,1,39,3,27,34,8,54,9,86,71,36,1
75,46,7,66,6,19,47,93,36,5,18,77,31,0
78,93,6,1,27,10,73,88,46,2,69,98,17,1
21,82,8,47,11,21,86,15,35,4,12,29,16,1
47,87,5,51,26,19,38,54,27,3,2,89,57,1
58,38,3,23,12,13,88,71,9,7,42,34,10,1
17,47,5,92,21,1,23,57,22,6,7,66,35,0
75,97,3,97,11,12,19,63,91,9,47,29,54,1
38,52,6,83,15,13,14,91,97,4,90,40,33,0
46,29,8,81,5,5,84,75,4,3,54,38,38,1
20,49,2,77,13,11,75,87,81,7,15,87,35,1
49,41,2,81,18,6,17,48,5,6,58,41,51,0
25,22,1,1,15,3,59,28,41,5,33,82,27,0
17,94,0,64,26,27,86,78,46,10,67,57,7,1
26,67,0,19,25,26,92,81,86,7,63,34,27,0
65,21,2,33,30,6,40,6,27,5,48,89,41,0
46,95,6,40,3,12,99,76,12,9,66,94,54,1
71,73,10,40,4,10,68,82,24,4,81,63,12,0
24,25,8,74,8,7,89,68,6,1,65,49,46,0
36,59,1,90,23,26,74,89,65,10,36,43,33,0
43,21,6,22,2,18,10,1,79,5,17,65,57,0
77,92,0,37,21,30,55,32,57,1,2,23,13,1
22,21,1,43,9,1,17,47,65,1,33,25,53,0
31,93,5,66,16,20,11,36,35,1,93,57,2,0
19,74,10,61,18,17,15,88,1,1,6,45,3,1
19,91,4,11,9,25,26,88,37,8,43,38,11,1
55,79,7,29,29,20,99,29,73,2,100,21,5,1
32,25,10,94,11,9,16,40,13,9,88,87,60,0
67,38,1,86,22,30,84,3,26,7,11,88,2,1
67,46,0,64,6,28,100,82,14,3,5,66,46,0
51,20,6,40,17,5,30,90,84,9,30,48,28,0
53,52,5,19,18,23,34,38,11,4,10,83,13,1
65,59,7,5,14,21,26,23,42,7,91,99,46,1
78,51,10,74,6,3,86,49,96,3,91,31,60,0
78,88,7,98,11,18,31,36,56,5,24,92,35,0
77,36,1,3,21,13,16,52,85,4,59,30,40,0
22,27,7,92,28,13,10,24,47,6,67,27,13,0
42,76,5,9,6,17,0,92,60,9,61,79,54,1
29,61,8,50,9,28,91,30,81,5,26,45,12,0
20,28,6,92,24,16,81,98,43,1,39,51,18,0
70,54,1,37,23,17,48,91,51,5,82,58,18,1
17,90,7,0,21,17,40,37,61,5,3,23,17,1
77,98,8,7,27,30,19,57,1,9,38,63,39,0
36,72,6,80,29,4,70,52,92,8,42,54,22,0
36,73,3,82,19,8,36,49,70,5,48,70,13,0
25,44,8,62,29,0,15,3,30,5,89,70,45,0
73,86,3,32,28,3,38,91,81,2,13,48,38,1
54,81,3,14,9,25,44,51,72,9,89,97,53,1
20,74,8,30,24,6,63,30,71,4,88,55,19,0
80,65,7,20,22,10,46,86,32,7,56,97,24,0
28,43,3,2,4,13,22,77,4,10,59,79,19,0
68,65,7,65,17,9,31,91,77,6,63,34,21,1
60,41,7,34,8,18,48,13,57,5,80,70,24,0
47,30,6,40,29,7,80,0,76,5,43,69,30,0
51,67,9,58,15,2,18,42,10,7,75,74,28,0
75,27,5,15,6,7,97,95,83,2,57,31,48,1
26,58,7,55,24,28,77,58,22,9,21,69,35,1
78,54,6,44,26,17,66,60,44,2,95,81,46,0
36,68,4,58,24,4,38,40,26,9,54,24,53,0
67,65,3,49,9,19,88,17,78,4,79,46,59,0
70,57,1,84,4,10,59,59,93,10,53,98,38,0
41,27,10,11,6,8,10,68,55,10,45,28,17,0
49,73,7,91,4,18,48,78,58,6,36,54,48,1
67,56,8,11,14,11,14,58,79,1,63,32,34,1
67,59,3,32,18,26,82,41,39,5,1,63,55,0
44,53,3,83,9,4,60,79,17,6,92,65,9,0
53,98,4,48,7,15,42,99,50,9,97,87,13,1
57,36,1,20,23,25,14,35,60,9,67,96,14,1
36,52,6,59,8,24,78,39,22,9,79,93,26,1
57,66,4,51,10,12,78,29,35,3,33,72,52,0
28,71,5,53,29,5,72,86,37,4,32,20,21,1
79,99,3,38,27,15,4,10,71,8,87,30,44,0
32,28,7,48,21,17,82,24,55,8,58,69,20,1
24,52,7,63,1,16,87,44,38,2,26,28,11,1
56,79,4,99,2,11,28,50,92,8,61,57,51,0
16,96,5,85,12,26,61,42,75,7,17,32,42,1
17,40,2,25,10,0,59,65,81,9,73,24,50,0
75,77,0,70,27,6,68,98,82,5,69,44,35,1
63,88,8,6,9,13,21,46,99,2,29,29,48,1
44,29,8,71,26,27,12,23,96,5,63,24,31,1
25,25,2,61,14,17,49,76,68,2,6,41,18,0
73,32,3,89,5,22,46,36,27,5,59,61,14,0
75,84,6,87,0,0,28,55,89,9,99,39,56,0
36,39,1,23,13,19,79,93,20,7,21,47,49,1
43,76,2,39,17,9,99,74,61,7,45,40,5,0
49,65,5,75,23,30,16,86,22,1,45,30,17,0
23,27,10,46,10,14,19,45,20,9,87,88,21,0
74,29,7,7,7,28,77,27,74,6,35,56,14,1
64,92,0,53,21,10,5,92,15,7,52,68,3,1
32,86,3,8,2,3,21,51,61,2,46,88,31,1
75,30,0,2,13,14,8,14,96,1,66,52,25,0
60,31,1,53,1,20,31,44,90,4,57,64,47,0
47,29,7,20,28,29,87,57,64,9,42,27,44,1
59,44,5,94,15,15,32,66,79,9,73,25,17,1
80,68,8,47,5,29,76,72,4,3,77,34,26,0
23,68,1,46,0,25,98,71,45,1,98,34,17,1
58,30,2,87,13,14,69,96,63,2,16,28,56,0
16,81,8,67,9,30,48,97,81,9,5,80,19,1
66,55,8,83,5,16,29,72,40,9,1,75,27,1
39,58,5,62,8,22,15,80,97,1,22,24,7,0
39,72,2,15,6,10,64,40,43,9,48,45,26,1
32,97,4,73,24,17,81,64,88,1,26,99,5,1
20,75,1,89,1,27,85,39,97,10,34,76,2,1
35,20,6,92,10,30,89,4,14,4,58,54,16,0
36,75,9,4,13,15,13,93,67,5,85,29,45,0
73,23,10,10,4,26,55,74,50,8,7,99,11,0
46,49,7,28,8,14,36,27,53,5,25,40,39,0
26,31,5,78,6,28,48,37,67,5,57,31,23,1
67,54,7,69,24,10,77,80,88,4,12,28,35,1
30,96,1,47,13,12,89,86,76,9,31,35,6,1
22,71,2,14,26,17,49,17,41,8,27,92,37,0
43,50,6,83,15,7,35,36,45,9,86,73,1,1
66,87,9,33,21,30,51,26,24,7,34,42,33,0
73,71,0,59,15,8,22,24,66,7,81,58,18,0
20,99,6,61,30,21,65,68,34,5,75,41,55,1
20,26,5,1,6,10,70,82,72,10,93,74,3,0
23,41,7,79,9,16,44,26,77,1,34,50,57,1
79,94,6,18,20,0,85,76,21,6,37,93,19,1
25,75,3,97,5,29,27,53,8,10,58,66,10,1
53,77,2,48,16,10,19,6,23,6,60,46,20,0
23,83,2,77,0,6,48,89,22,10,26,67,11,1
40,31,3,87,1,7,56,77,60,4,45,58,32,0
65,26,8,27,26,18,81,26,36,2,45,40,40,0
64,74,8,47,13,24,87,58,44,1,32,34,20,1
51,81,1,95,3,3,96,71,14,3,69,100,55,0
56,92,4,36,26,3,58,30,56,9,84,64,32,1
77,96,0,73,8,18,25,98,99,1,71,38,43,1
25,74,3,48,22,23,18,90,13,5,23,72,37,0
36,55,1,47,5,8,12,67,51,10,65,74,22,1
51,43,7,72,30,16,73,3,83,6,39,68,56,0
27,63,3,87,16,17,61,17,35,9,67,97,4,0
17,36,4,99,20,0,13,62,26,1,45,80,13,1
28,21,10,28,10,13,72,86,16,5,67,79,6,0
68,32,3,59,27,3,10,95,89,1,63,95,29,0
47,50,4,28,28,9,66,75,40,2,70,43,58,1
31,47,4,57,3,22,11,51,3,2,95,58,2,0
47,79,4,47,20,13,34,83,2,5,54,80,57,1
47,46,10,22,26,6,38,62,18,10,27,42,60,0
26,34,2,26,8,11,31,44,40,4,93,91,25,0
25,98,6,94,27,21,13,11,39,6,79,98,32,1
30,52,2,6,15,28,64,7,57,5,36,58,60,0
32,39,1,48,2,26,26,21,38,2,5,91,26,0
55,61,2,53,3,15,100,90,6,9,67,30,26,1
33,31,10,67,23,4,59,40,35,10,51,61,38,0
70,92,2,77,2,10,42,40,82,8,89,44,22,0
40,42,7,41,12,3,64,80,75,9,32,53,10,1
74,91,3,73,18,27,54,56,19,6,21,41,23,1
37,33,2,58,28,12,92,31,75,5,17,21,4,0
45,44,9,43,24,29,87,96,28,5,73,70,16,1
59,96,4,97,20,7,80,94,93,2,26,35,55,1
47,50,3,25,25,6,34,54,83,4,22,30,42,1
66,73,8,22,0,10,94,5,67,2,41,97,33,0
61,24,7,72,22,10,31,38,65,2,59,88,13,0
36,32,10,100,22,25,18,8,46,8,87,81,46,0
47,47,6,7,30,16,94,31,93,4,75,38,55,1
54,62,7,52,5,21,38,35,22,4,10,48,44,0
27,66,4,13,21,13,19,15,5,7,87,61,13,0
62,90,3,70,2,1,27,11,17,4,5,42,33,0
33,57,6,6,2,19,2,40,52,9,55,79,59,1
36,86,0,8,15,20,31,66,21,9,26,92,14,1
28,81,5,2,9,7,85,57,100,3,4,37,8,1
36,58,7,77,26,21,57,90,67,6,27,100,26,0
23,56,6,16,24,26,53,90,74,7,98,74,22,1
61,27,1,43,16,1,41,8,34,3,58,37,46,0
22,100,6,85,6,20,14,16,74,4,3,46,1,0
38,71,5,45,12,14,82,4,97,1,50,20,59,0
37,52,4,89,27,4,61,25,8,9,96,33,60,0
37,100,3,57,10,5,30,84,30,7,26,78,49,1
44,61,0,27,9,16,60,0,95,10,18,97,16,1
28,95,1,13,6,7,25,0,42,7,7,52,44,0
17,46,6,8,23,18,68,34,98,9,45,55,29,1
44,27,9,25,5,4,56,8,74,6,13,58,52,0
67,42,2,1,23,22,19,86,16,8,6,95,23,1
42,83,4,74,0,18,65,37,50,5,35,64,5,0
65,39,7,80,16,13,20,3,99,8,95,44,21,0
38,35,7,33,24,9,59,51,65,10,53,34,56,0
59,36,5,18,11,30,62,18,23,1,68,39,50,0
37,99,4,38,3,12,50,100,14,3,42,53,36,1
58,38,1,81,2,30,99,4,27,4,4,77,20,1
52,27,8,12,5,21,91,91,2,9,60,79,43,0
76,57,0,4,25,4,83,47,28,8,45,97,8,1
71,57,10,49,27,6,100,86,51,8,72,49,54,0
18,72,1,22,15,9,38,62,53,2,75,32,26,0
78,50,0,87,12,30,99,37,57,7,66,97,41,0
34,63,3,28,27,10,10,51,44,3,82,86,58,0
38,79,3,71,8,2,56,86,76,6,82,64,25,1
44,95,4,25,25,12,2,45,49,4,22,59,52,1
45,36,4,78,10,29,36,81,21,6,12,99,42,0
54,98,7,56,19,1,83,92,51,4,81,57,7,1
40,92,10,0,24,3,95,91,52,3,51,94,51,0
23,58,10,27,30,2,24,8,30,2,17,66,22,0
73,61,2,61,20,14,20,49,70,4,36,48,33,0
31,67,5,46,12,3,79,73,47,10,93,53,5,1
16,31,2,77,22,22,41,65,89,2,49,30,38,0
20,37,1,97,18,20,0,76,30,7,16,39,12,0
18,98,7,58,2,3,22,37,3,1,75,39,60,0
80,25,0,30,11,29,23,26,34,1,44,92,44,0
19,62,8,69,18,14,46,19,96,5,22,75,53,0
79,54,10,48,7,5,88,61,66,7,94,42,14,0
25,73,6,4,13,22,6,73,63,1,8,44,7,1
36,81,9,30,21,27,37,15,82,4,18,52,28,1
61,88,10,36,8,29,46,78,8,5,80,50,52,1
42,35,3,78,24,26,34,12,45,2,84,93,53,0
56,27,2,14,23,4,77,19,82,7,72,98,52,0
28,50,5,51,16,11,61,23,55,4,94,20,46,0
24,29,8,68,5,6,72,49,55,8,38,73,16,0
51,75,8,91,3,2,2,6,82,1,29,35,41,0
73,95,3,96,3,6,19,86,25,10,77,78,2,0
69,89,9,10,18,11,96,87,59,1,81,85,49,1
27,39,4,42,11,14,43,28,76,1,81,22,31,0
29,24,10,69,24,18,31,4,85,4,73,34,36,1
49,42,8,22,1,29,99,34,71,1,2,51,14,0
68,28,1,39,16,5,25,64,87,5,59,69,46,0
35,77,1,62,29,7,47,99,89,6,42,79,28,1
31,78,4,1,14,28,4,81,47,7,88,27,47,1
71,99,0,78,9,30,58,69,57,8,21,26,32,1
73,73,7,86,2,5,60,86,62,8,2,23,28,0
19,65,4,85,28,25,48,73,57,2,5,29,12,0
19,41,9,72,30,26,29,6,2,4,17,79,13,0
35,83,1,46,19,2,16,43,6,7,24,44,22,1
25,27,8,29,3,27,69,71,51,9,8,61,42,0
39,39,1,15,21,4,57,12,61,9,30,66,48,0
41,70,6,58,0,8,62,93,1,3,50,51,29,1
52,97,7,46,0,23,60,81,32,7,22,93,30,1
69,58,5,29,17,15,62,77,11,4,59,92,15,0
36,56,10,8,3,21,14,74,47,9,24,44,40,0
53,69,6,64,22,15,0,37,75,7,26,35,4,1
61,53,10,58,21,8,12,12,52,6,61,68,33,0
19,94,0,63,14,17,47,53,73,9,8,35,46,1
75,52,3,7,26,12,33,43,40,7,12,57,9,1
72,50,6,51,24,10,29,96,90,8,14,24,51,1
60,73,0,17,22,24,18,12,81,5,30,26,38,1
35,63,0,90,27,9,63,24,57,4,55,96,16,1
32,53,10,81,20,28,65,23,67,1,99,27,26,0
19,90,5,95,21,9,56,28,22,8,61,52,56,0
29,81,3,57,9,5,43,99,84,6,62,81,43,0
18,42,2,48,24,15,11,69,35,4,31,93,53,0
73,65,4,31,16,24,39,17,93,3,92,51,27,1
70,75,8,47,26,11,23,91,84,5,27,20,55,1
19,26,9,44,24,3,10,4,86,4,100,39,11,1
39,80,9,53,21,4,65,17,20,7,1,74,46,0
49,22,10,99,11,1,0,62,71,6,41,82,43,0
45,57,9,99,19,18,57,36,54,3,14,97,26,0
34,53,2,84,11,0,27,70,55,10,74,98,14,0
46,63,4,45,15,3,67,54,12,1,50,25,57,0
75,49,9,95,4,11,93,72,21,7,42,71,1,1
75,36,4,30,28,1,58,98,6,5,71,21,11,0
34,78,8,36,15,11,70,11,23,1,40,58,30,1
64,29,10,15,16,30,21,51,60,1,14,51,24,1
78,37,9,45,22,15,89,56,4,6,100,70,50,1
37,64,10,45,28,1,28,45,49,4,91,88,49,0
39,78,3,77,30,16,88,43,61,8,11,51,4,1
45,81,0,87,14,25,73,23,54,2,63,22,22,0
73,78,9,88,12,27,83,8,25,4,49,81,46,0
46,68,4,60,7,1,77,11,9,8,37,32,8,0
79,82,0,45,26,3,96,99,10,8,10,89,47,1
34,51,5,50,20,5,68,100,39,5,54,40,16,1
63,29,9,61,1,28,44,8,10,3,7,80,33,0
60,30,9,34,7,27,69,21,93,4,81,33,33,0
70,89,6,80,9,22,85,16,3,3,12,90,10,1
70,81,0,41,6,6,16,32,1,2,55,41,2,0
33,66,9,44,9,22,78,46,76,4,36,51,57,1
78,53,3,67,24,14,38,87,38,9,7,60,44,1
62,36,8,74,3,19,39,14,80,6,24,51,4,0
72,73,0,46,10,11,27,92,22,4,34,61,23,1
60,95,8,78,8,4,1,95,44,1,65,71,51,1
48,59,7,29,3,13,81,32,73,7,29,100,27,0
32,38,4,23,2,15,26,92,76,2,26,73,33,0
19,86,5,65,30,10,20,14,41,6,74,81,33,0
35,72,6,42,10,11,86,26,41,10,65,62,41,1
62,83,3,33,2,18,6,97,28,1,45,22,20,0
30,66,5,22,25,16,60,60,15,7,17,57,13,1
62,25,6,60,17,29,51,67,66,4,36,100,11,1
24,35,10,94,25,23,47,81,99,3,73,58,19,0
31,91,5,36,18,25,18,84,59,10,63,89,53,0
76,37,10,12,13,26,72,47,3,7,23,64,49,0
25,71,5,96,23,6,11,7,99,3,93,65,32,0
65,67,1,70,10,29,93,5,15,8,66,32,3,0
18,62,4,95,23,8,70,62,40,4,82,71,52,1
66,58,2,6,1,13,1,83,5,3,92,28,13,0
34,68,6,41,26,25,16,1,41,7,42,76,28,0
57,31,3,37,1,19,74,21,56,7,71,88,22,0
50,29,0,51,1,11,75,20,27,9,75,62,57,0
61,90,5,43,9,14,2,5,99,10,71,26,19,0
41,74,5,63,22,11,20,95,22,7,43,63,31,0
79,20,6,12,14,20,77,69,75,6,88,63,20,0
52,68,10,87,21,20,78,12,41,3,55,87,53,0
64,55,7,27,11,28,50,0,94,4,56,96,24,0
36,40,2,95,10,22,9,21,11,8,79,63,32,0
79,56,5,81,16,12,54,23,95,6,31,98,9,0
20,43,9,97,17,8,35,63,88,9,83,59,51,0
19,74,1,97,13,23,50,40,63,8,56,96,19,1
54,44,8,0,16,6,73,93,57,8,74,62,23,0
50,26,1,42,14,29,16,21,50,10,48,81,25,0
16,100,2,41,11,0,88,60,28,10,52,62,33,0
39,90,9,94,26,27,60,11,18,7,72,38,49,0
72,90,1,49,15,9,90,89,85,10,1,68,46,1
56,43,8,59,22,28,96,3,87,1,2,84,44,0
69,30,0,0,5,5,74,82,96,5,93,96,2,0
61,92,4,50,1,25,12,79,99,7,42,44,54,1
75,31,0,15,1,14,64,11,44,10,74,60,3,0
75,54,4,38,15,14,94,32,53,9,9,42,28,1
72,82,7,14,1,8,96,20,79,4,31,77,56,1
46,87,7,32,7,12,84,99,65,8,96,62,37,0
39,76,10,86,29,22,79,72,71,1,2,59,35,1
51,32,7,52,6,0,86,71,12,4,24,49,14,0
45,42,1,97,0,8,73,83,93,4,43,53,24,1
39,58,7,16,3,2,47,73,64,2,70,29,56,0
45,99,4,88,10,29,96,95,11,3,72,79,50,1
22,31,0,5,19,8,85,91,70,3,89,20,37,1
50,53,6,30,6,19,69,73,13,9,43,31,3,0
70,90,5,68,17,30,46,71,41,7,51,65,23,0
29,94,4,39,3,24,99,51,98,2,89,94,34,1
25,50,0,29,16,28,9,46,91,9,46,36,9,1
31,81,0,68,28,14,56,96,75,8,75,77,18,1
69,32,5,75,30,23,79,58,47,6,99,57,59,1
59,50,9,6,28,6,12,46,23,6,1,25,2,0
60,21,6,12,10,3,60,55,64,2,87,81,22,1
71,34,9,3,10,24,57,12,16,3,67,93,51,0
72,76,9,49,19,19,83,43,37,6,1,29,35,1
36,94,0,2,10,16,67,34,27,3,63,45,31,1
65,53,8,11,14,21,83,28,32,7,76,77,26,0
48,87,3,64,13,3,85,55,23,5,62,36,50,1
22,94,4,26,16,25,28,4,69,4,61,72,14,1
30,48,1,49,1,18,15,66,84,8,40,97,45,1
47,85,9,76,17,27,62,52,3,2,95,24,48,0
35,35,7,16,15,4,46,100,32,3,29,86,53,0
30,58,1,71,11,15,42,59,9,10,35,39,28,0
63,96,2,31,9,2,22,5,35,4,92,70,11,0
36,56,8,83,27,10,29,47,76,10,85,65,32,0
57,100,1,50,15,24,56,79,99,6,11,98,21,1
41,40,5,16,2,27,29,34,72,5,90,86,23,1
29,63,3,33,7,21,66,17,30,5,11,22,56,0
72,38,6,34,26,14,55,10,3,7,63,42,24,0
52,90,5,98,21,18,23,50,83,8,69,28,12,0
73,27,9,23,21,20,100,22,7,6,56,30,3,0
36,96,8,53,24,23,76,46,26,3,7,66,6,1
18,85,8,17,23,13,95,74,35,4,51,68,48,1
52,60,9,49,1,15,100,58,8,1,95,63,12,0
64,94,3,45,30,23,75,56,42,5,39,32,53,1
34,89,0,47,21,5,7,92,23,10,42,27,20,1
27,80,1,32,0,4,87,55,36,8,72,82,58,1
76,45,7,86,28,30,43,26,40,3,53,41,6,0
56,90,9,88,13,20,79,72,93,10,91,57,20,1
48,89,7,100,24,16,95,34,25,4,21,46,14,0
65,48,1,26,3,15,33,54,3,4,30,45,56,0
48,85,3,0,3,1,34,8,0,6,78,42,41,0
39,38,0,84,8,30,95,17,19,9,1,84,49,1
76,87,6,58,2,27,49,43,91,10,24,93,44,0
76,77,3,9,4,10,16,20,44,3,6,66,1,0
43,89,10,94,0,3,1,55,87,4,6,80,20,0
73,76,7,24,21,5,89,47,91,6,69,65,22,1
58,56,8,83,18,26,53,99,91,6,62,23,40,0
56,80,8,56,0,6,43,0,68,7,35,50,31,0
54,49,2,65,9,16,80,26,95,1,79,23,31,0
64,90,4,14,21,7,48,44,51,9,35,48,28,1
32,92,5,27,29,27,1,62,93,2,48,92,12,1
80,44,5,12,11,0,71,57,63,4,72,98,16,1
20,84,9,13,9,24,69,39,20,3,43,63,33,1
17,25,7,65,1,14,8,62,79,3,35,22,35,0
37,37,5,33,15,19,0,37,71,5,5,78,44,0
72,29,5,98,7,11,68,28,75,7,31,98,4,1
31,30,3,100,13,14,8,39,95,7,31,72,10,0
66,84,6,24,28,22,13,18,24,7,8,30,34,0
54,96,7,53,14,26,26,87,66,3,6,25,41,1
55,84,2,78,15,29,8,55,25,9,87,66,3,0
53,71,6,11,10,21,35,43,99,6,53,26,31,1
75,86,2,8,11,14,92,64,80,10,80,87,52,1
74,97,7,30,1,28,83,99,26,8,44,20,31,1
25,50,0,77,3,8,78,86,51,1,49,75,52,1
79,36,0,92,29,15,99,12,62,4,8,96,1,0
78,74,5,52,2,29,2,29,85,7,64,62,5,1
64,55,9,42,8,1,22,48,44,9,4,47,5,0
79,45,8,37,17,14,72,100,57,3,32,48,2,1
47,72,3,41,18,14,29,74,37,6,53,37,15,0
22,36,5,71,6,26,18,62,34,8,67,92,1,0
36,44,4,47,3,6,66,70,45,3,63,81,21,0
35,21,0,66,5,26,49,34,70,6,80,25,37,0
41,24,5,65,18,20,47,10,2,9,60,35,7,0
30,23,8,15,0,12,2,48,5,9,98,20,11,0
29,55,2,82,15,22,97,39,12,6,77,41,26,0
42,25,10,93,10,16,65,20,45,5,33,65,42,0
55,40,2,15,21,10,26,46,78,1,22,81,2,1
73,96,1,30,3,26,86,2,89,3,31,42,30,1
43,45,3,57,17,9,95,29,32,3,24,40,60,0
41,74,9,27,22,24,98,87,78,4,3,70,14,1
78,58,2,3,30,0,39,66,61,5,33,57,56,0
40,52,1,9,25,13,17,61,62,8,94,47,53,0
18,33,0,50,28,4,26,36,55,9,26,63,5,0
59,75,2,17,27,29,10,96,38,7,98,58,31,1
57,100,9,46,30,7,38,21,59,10,51,61,48,0
21,40,5,31,28,0,18,30,77,6,86,61,32,0
54,65,8,29,4,6,88,45,82,3,30,79,57,0
67,35,10,35,21,1,6,75,91,9,35,76,34,0
38,35,4,8,5,6,94,44,23,10,25,96,10,0
65,48,2,35,29,6,56,13,49,1,28,26,31,1
58,27,4,28,24,8,1,11,32,9,97,70,27,0
34,22,4,15,27,21,37,62,75,3,87,96,18,0
66,38,4,91,1,3,4,90,73,9,26,51,5,0
26,85,6,20,11,22,77,76,6,10,73,26,17,0
27,98,4,63,21,6,81,87,45,1,8,95,11,1
23,93,6,65,8,19,35,37,61,8,97,59,5,1
39,41,8,58,27,17,67,46,0,6,15,34,53,0
56,65,4,98,19,12,87,53,78,9,49,78,56,0
51,32,1,27,28,10,76,54,64,4,8,31,38,0
70,52,4,54,11,8,84,47,44,5,55,96,59,0
24,24,7,99,28,13,56,72,83,6,85,61,54,0
62,96,3,30,12,7,96,71,54,9,58,58,48,1
30,46,1,32,26,20,19,100,65,6,3,82,37,1
63,97,9,86,21,13,4,14,66,9,9,21,21,1
57,43,2,59,22,20,23,70,99,2,14,48,24,0
75,86,8,40,16,16,98,87,79,4,91,80,30,1
27,82,8,80,4,26,29,15,53,3,20,48,16,0
17,67,7,45,19,24,27,87,92,4,4,57,49,1
22,82,7,48,12,26,52,42,99,1,24,26,41,1
18,97,7,64,28,13,50,6,62,2,91,49,22,0
18,31,7,41,12,25,6,42,53,4,76,75,57,0
42,47,7,22,9,26,41,27,51,10,28,55,2,0
55,63,0,26,14,23,34,65,53,4,99,61,19,0
48,62,5,88,14,4,93,97,66,5,88,23,49,0
16,36,8,31,17,9,33,59,36,9,31,24,37,0
23,59,7,82,17,5,72,2,11,1,67,65,2,0
47,68,2,87,1,27,75,0,58,8,94,94,11,0
63,76,10,2,22,9,53,30,19,3,64,21,33,0
19,83,0,59,10,10,28,55,86,9,91,73,9,1
34,94,1,75,12,25,9,86,85,8,17,78,59,1
47,76,10,98,10,23,26,83,31,8,6,52,25,1
24,93,1,78,3,5,82,79,70,9,82,41,6,0
27,93,6,16,14,9,12,45,85,4,60,66,11,1
26,89,5,31,21,13,41,31,43,5,99,25,27,0
61,95,10,6,22,19,36,80,65,7,91,43,8,1
31,62,1,82,24,2,60,17,77,2,81,68,45,1
16,42,7,70,10,6,95,67,54,7,11,70,31,0
78,46,8,68,17,28,78,34,15,3,38,60,27,0
36,77,6,57,15,1,20,99,87,6,34,86,44,1
45,56,3,39,9,6,2,22,70,6,47,98,41,0
28,25,0,84,11,16,7,78,67,6,32,100,47,0
49,84,3,47,12,12,69,12,51,10,57,21,5,1
19,25,3,50,8,25,92,77,36,2,46,97,15,1
43,69,7,56,26,20,82,13,45,9,35,62,2,1
74,41,3,70,20,30,16,36,40,8,92,51,15,0
42,44,3,36,12,8,9,4,4,7,22,31,31,0
40,98,1,86,5,12,96,21,65,9,16,42,20,0
18,91,9,74,5,14,12,27,4,4,76,35,3,0
40,70,6,73,10,12,90,3,62,2,5,63,42,0
35,67,3,84,18,16,11,49,2,4,90,21,39,0
49,89,10,54,26,7,65,28,7,10,26,26,10,0
41,84,5,40,10,8,73,36,25,3,77,40,26,0
20,79,2,96,9,8,84,34,73,2,24,77,10,1
76,65,6,19,22,7,22,19,97,2,67,42,40,1
24,55,5,32,14,15,64,34,99,8,32,79,13,1
65,77,2,39,12,19,96,98,52,5,23,44,21,1
21,95,3,98,22,29,51,83,75,6,49,54,34,1
75,57,9,33,7,29,60,1,83,8,62,64,44,0
59,30,4,61,4,6,25,57,28,7,77,26,32,0
26,31,8,99,1,16,14,17,13,7,79,88,9,0
62,61,5,90,15,6,21,93,4,7,66,51,30,0
18,58,3,18,30,5,88,55,26,7,11,72,1,0
45,90,10,42,12,4,64,63,67,8,80,88,53,1
36,30,10,68,18,16,25,92,28,1,18,44,12,0
43,55,6,62,8,7,20,51,2,3,98,96,44,0
77,71,1,92,14,25,23,21,96,1,10,21,35,0
48,50,3,9,5,0,15,92,29,8,77,80,24,0
50,52,4,12,7,15,31,59,99,2,96,28,40,0
67,32,3,92,23,16,15,9,8,7,60,70,45,0
49,37,3,4,13,29,76,83,0,6,8,21,60,1
56,60,10,57,4,30,41,79,22,1,71,64,60,0
66,77,8,58,16,2,31,5,66,6,48,51,49,0
62,75,10,75,21,12,49,80,31,9,81,91,52,0
73,43,1,58,6,7,40,5,87,3,41,99,60,1
72,92,5,76,8,15,23,85,5,7,91,94,10,1
38,50,7,85,15,23,12,81,76,4,8,51,47,0
63,74,7,14,17,29,74,95,48,1,93,27,24,1
37,29,10,76,27,30,78,27,14,7,37,39,57,0
32,79,6,0,12,6,9,41,57,1,91,84,41,0
26,21,9,37,17,20,41,73,52,4,37,40,18,0
30,34,10,52,9,14,40,40,29,9,64,26,57,0
50,22,3,51,0,23,2,62,75,5,59,28,8,0
48,62,6,0,20,1,54,21,39,7,88,21,59,0
